,lon,lat
0,49.338013724054086,56.21825009802888
1,41.42183349021783,51.190180147476326
2,40.893759252488806,50.47982041264095
3,33.86307655807816,53.279537481469774
4,56.32159231690418,54.3944602150547
5,32.82617353519703,52.817213500927636
6,40.383798855608816,52.34684075220237
7,61.712833713270065,56.749948432419295
8,41.50220796304908,54.89874621225978
9,42.73172024249776,55.94023623724761
10,53.392038953477794,54.3552172568488
11,55.07987008701685,53.74861747811792
12,40.726463354907196,50.351520181576085
13,50.20145023036455,55.274106619764424
14,33.72681589264001,52.59720776456442
15,50.44761270904608,55.1432347247355
16,54.91369665773144,53.997707706452424
17,33.90024908537392,53.285453860271936
18,43.448069383447596,56.827837935097236
19,33.25612494285983,53.74376476486479
20,32.723226817480416,52.70313512801805
21,55.56861289223311,56.38386353669547
22,36.44493548503499,55.331121993529344
23,36.9735631937488,53.01173902454715
24,39.91416570123105,54.12375252458565
25,40.57489854948981,49.98012146165989
26,51.720130266251374,55.01574202026855
27,38.911400242166415,54.24995418104977
28,52.97345697139431,54.6319418274913
29,61.58806852291823,56.585831456705336
30,34.54986353361718,52.19513394515115
31,36.15014640211574,54.41358229431826
32,35.314345483591424,54.2628574534679
33,45.97963605250555,55.24665926126148
34,38.48396784934131,51.6511325812917
35,39.396530537773515,49.781903998495935
36,55.95064644380259,54.49746014473152
37,52.00219807963279,55.21542812329788
38,54.63915332452776,54.32969577966176
39,32.919221612407014,52.74587967264775
40,52.134213651300925,54.83488898727238
41,40.320573026331246,52.02324383307607
42,56.421112235665966,54.30418833176371
43,33.211038988051364,52.55360496281842
44,33.0902054680266,53.655102688609865
45,32.9313786245791,52.57029834125017
46,33.60304673777859,53.37421305223315
47,48.58528469930384,55.097808614388036
48,54.91533265140791,54.24481093893129
49,39.12133244609775,54.256149930520785
50,45.76030799120161,55.92746221147908
51,62.62569490627153,56.856320651955684
52,56.2727061685686,52.68918606207727
53,48.06319863552096,55.03403569261569
54,55.76649812560432,55.59205401451473
55,33.148447922595516,53.67537302251512
56,39.82480112965638,50.07681267511512
57,35.183658661656494,53.02525922810545
58,45.104987198432404,55.87345412284115
59,56.00708380520718,54.47942505189063
60,41.29899047913369,51.159672189222
61,37.96392363353225,53.698506301205796
62,35.84667577032629,53.0119515072244
63,39.73696801105991,50.47062788290456
64,54.34655691629086,53.63003978059392
65,42.49191362521552,51.21988872735344
66,54.455967031270816,57.802590971530215
67,56.306379276414546,53.42204288998846
68,43.62526933486284,55.1455157023475
69,42.070275398169755,53.83944657194878
70,40.98029520490419,50.36183373964873
71,50.34112689705319,55.54377500304609
72,41.10211185502273,51.157149120256754
73,40.15869658089589,53.5717369009762
74,38.82057492505922,51.973716393270486
75,36.57941496028398,53.0553722708638
76,38.617523989460146,53.844329388403
77,44.901191607571114,55.41695412219539
78,50.40584405782373,55.73625724009572
79,52.02200048372142,55.386446668849544
80,56.130501883997475,53.92985730406499
81,54.35067346317013,55.44889147196457
82,41.35630698733287,51.26228564525818
83,52.57458178902902,55.07709176571988
84,58.11091386149047,56.47718875345351
85,39.60036698690558,51.31643372898693
86,37.41254556860726,52.76449579968913
87,32.49859145226736,52.72731509073074
88,34.657847890778186,52.984112481672625
89,32.13880409093161,52.59241321054622
90,54.97734215228309,55.45536985428533
91,37.86448480504656,53.235977085440595
92,33.26817525368646,52.53767019903453
93,44.90559142425757,55.953131605131574
94,52.873510395558014,55.51869104648713
95,41.1685330174588,50.734773979808914
96,41.31682629363529,51.09302757434883
97,36.618733502347254,52.34467776758024
98,39.8403887961345,49.90337306410819
99,49.663890725356495,56.01773789545117
100,39.095511910722706,51.79197269988409
101,54.75412119795993,55.240246108551766
102,40.18204519340933,51.86405062590368
103,38.3480323262889,53.510227181772656
104,48.372760624514555,55.533406816735976
105,62.03895097122158,56.47808231455852
106,36.8755415199804,52.34495935229948
107,34.936470112045214,52.9756747539819
108,39.72458280671087,50.193824190951474
109,34.668653430549604,52.9679374913539
110,56.06692174211232,53.45137639572824
111,39.36132531573841,53.93522980471912
112,55.4858050755875,54.70840887330988
113,32.780512117645074,52.63502362324811
114,38.24546221252857,52.57886512073167
115,52.08798098755859,54.52071889534151
116,51.221957951023114,55.917612976051316
117,40.01723286046052,52.44709598193458
118,40.032686932007415,51.55331107542527
119,41.160480186198505,50.391626342364695
120,36.91020688689519,52.962244254761785
121,39.1598586200133,53.43897691037022
122,47.40097899234591,54.688800629024826
123,54.9274419728347,54.79075396604398
124,41.18534817080469,50.58946504871382
125,35.04146552285736,53.0560817765465
126,40.19798702158764,52.327947532326164
127,33.45153868722755,53.62516263154323
128,41.05562271932224,50.74492871256021
129,52.560335675959465,55.2843230836098
130,39.50050324918296,54.78063519322632
131,55.4115375187271,53.113443126346
132,39.973720635906126,50.18612039794882
133,37.870485949045,53.29056748227804
134,48.100763156993416,55.63118421327914
135,53.10324970176445,54.141510750977154
136,58.77609373849296,52.25969345405268
137,33.252745677232696,52.526972001783975
138,38.319488397423214,52.98817127248248
139,50.95989157808116,55.36396918146182
140,33.16588073771087,53.25573785972502
141,31.96557570017966,52.54312436701227
142,51.674395252325084,54.98691248545185
143,37.47051914053751,53.917568662173714
144,55.81176001667194,56.14868306553035
145,53.00327120361294,54.487945512052576
146,52.969601152340836,55.272631443832374
147,32.13691517316869,52.57596843648896
148,53.02580448257473,55.015626408898434
149,43.49720246661217,55.973710132546685
150,34.886399864153205,53.09519702774038
151,32.96664945634244,52.546647500160546
152,31.838004412104226,52.599503978823506
153,40.916844924312294,51.571787023554634
154,54.1338471197146,54.95119953419046
155,39.79057829772283,51.423498500338944
156,38.1045074066071,52.883952971087794
157,39.55229013570388,50.653428670148024
158,49.56435730211918,56.05496983681457
159,37.65553327238286,52.75504666118708
160,55.22393269191799,54.375909271396345
161,38.98038344516612,52.8636295943227
162,51.61373815560114,54.945611939228606
163,37.568471272340524,52.55050189210586
164,32.73029552024415,52.670639223324955
165,55.77900047432604,55.61813310156671
166,53.60439300662767,55.44992071154343
167,42.6066086152228,51.23154670758611
168,39.815758964739544,50.01638839981613
169,55.848553042877384,55.12275282872132
170,43.95095511488058,55.275527907048755
171,39.36088179661549,50.73951680637836
172,38.47844701932919,54.149762250314055
173,38.416387184743805,53.444539577222386
174,38.78691651708254,50.91116850857549
175,40.66411482579204,50.5808778536101
176,41.70877891657756,51.12263476704579
177,37.09393814605756,53.809765131752975
178,40.564703780454835,52.28467770023535
179,40.54219536119795,49.74445497975443
180,48.35761674692111,54.98983542204005
181,39.10348795105584,52.04408859501494
182,40.088747637724865,52.33785974872126
183,48.64131705862979,54.73510314898704
184,45.0052751280115,55.21313819474019
185,41.48072418090932,54.00616246707
186,36.52543355858211,52.41276123402291
187,38.12801536534186,52.903867309232965
188,32.689505951754036,52.736099456894244
189,52.566851517174726,55.19761740834747
190,56.0858116454349,53.436782833785934
191,33.92276607364153,52.71974003118794
192,43.085964597240476,56.090358300500014
193,40.884915389595164,50.61723182824715
194,38.08856754059016,53.45716180686098
195,54.75235591737497,55.148402926691155
196,40.48029477898568,49.64669769146286
197,40.83182862786076,50.100051647000306
198,37.89914932135033,53.240156497144206
199,36.499950483674745,53.91521041273215
200,53.368196798593516,54.65771051713064
201,38.16997729129274,53.36460597625679
202,33.72145248329355,52.63296000484532
203,52.836769172735416,55.580488148773085
204,45.585500272607455,55.59609173991325
205,39.35087259743358,51.27336597985473
206,52.62457698052496,55.09942008514016
207,55.481422940863624,56.84631840523595
208,56.60207142582896,52.15700067582199
209,40.23558291483752,52.03301482680179
210,31.692654244685624,52.94183574379993
211,47.83566845979087,54.70844162736959
212,55.13702290571296,53.387613986311344
213,63.25253402949349,56.99979230452587
214,58.45784446305137,51.99934430482916
215,61.84078569440735,56.49822792129748
216,32.772330779784376,52.45074443816538
217,54.72647147883701,53.80063166364016
218,49.66196408432056,56.235835410655994
219,40.33924781526538,51.706656975479355
220,38.59094466818566,51.41362650771454
